repeat	fold	rung	n_actual	n_virginica	n_versicolor	dev_n	jaccard_dev_vs_declared	rows_sha256	row_ids
10	2	30	30	15	15	20	0.1111	78bbbfba5f44d99303318222fe48c19b943e24532cdc1531174c76c46835722e	2;3;4;9;10;16;19;25;27;31;34;35;39;43;47;50;52;53;54;55;56;60;65;69;72;73;76;78;90;93
10	2	20	20	10	10	20	0.1111	eb5d4c4ddc8e56fe9fe4f84c86f33ae32b6679220873bd88146d7997bdcd6435	3;9;16;25;27;31;34;39;43;47;52;53;54;55;56;65;69;72;73;90
10	2	12	12	6	6	20	0.1111	86ea7b01c7c27cc99e4c19c6279febc8ed8385bdf53b542dff016b63ca8354fa	9;16;25;31;39;47;52;54;55;65;72;73
10	2	8	8	4	4	20	0.1111	bf63ceb77863cdc853f32cdb91bd787540a710f9415dbc28f7e8aebbc308cc3f	9;16;39;47;52;54;65;73
10	3	60	60	30	30	20	0.2121	cdf11173c54b19526dcce5822e925a4bdf22083df6189dfc054f7c91f235daca	0;2;3;5;7;8;10;11;13;14;15;16;17;19;22;24;25;26;28;29;31;35;36;37;38;41;42;43;47;49;50;51;52;53;55;56;58;60;62;63;64;65;66;67;71;76;77;78;79;81;82;88;89;90;92;95;96;97;98;99
10	3	45	45	22	23	20	0.2121	a630729c704926253653be65ea0c261c6ec74638c7ff57d5be5ebc3f55171b30	0;2;3;5;7;8;10;13;14;15;16;17;19;22;25;28;29;36;37;41;42;43;49;50;52;53;55;56;58;60;63;65;66;77;78;79;81;82;88;89;90;95;96;98;99
10	3	30	30	15	15	20	0.2121	7030283913a861a43b2f833ff9fa105c5020213243358631d85f2c314dd01f1b	2;3;7;14;15;16;17;22;25;28;29;41;42;43;49;52;56;58;60;63;65;66;77;78;79;88;89;95;96;99
10	3	20	20	10	10	20	0.2121	01834012b632b61bc0f76f74af3edf72da2e5b21de3f9b5134922bf2349e1ad8	2;3;14;15;22;25;28;29;41;49;56;58;60;63;65;66;79;88;89;99
10	3	12	12	6	6	20	0.2121	795271404b7129c6a386578dcc1a74d1ee16a201fe07ad3a2b71c7faecfab668	3;14;15;25;41;49;56;58;60;65;66;88
10	3	8	8	4	4	20	0.2121	f3c0459e36bd2a9329eea9a529e95eb465dcd4771a6338736023a5133905b797	3;25;41;49;58;65;66;88
