subscription_length,vehicle_age,customer_age,region_code,region_density,segment,model,fuel_type,engine_type,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,rear_brakes_type,displacement,cylinder,transmission_type,steering_type,turning_radius,length,width,gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating,claim_status,max_torque_nm,max_torque_rpm,max_power_bhp,max_power_rpm,power_to_weight,torque_per_litre,safety_features_count
0.8,2.4,39,C5,34738,Utility,M10,CNG,G12B,1,0,0,0,1,0,0,1196,4,0,Manual,4.5,3675,1475,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,3000,61.68,6000,0.0408476821192052,71.07023411371237,3
2.8,2.8,45,C10,73430,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
5.7,0.0,51,C15,290,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
4.3,0.2,48,C1,4990,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
6.8,3.4,50,C6,13051,C1,M9,Diesel,i-DTEC,2,0,1,0,1,1,0,1498,4,0,Electric,4.9,3995,1695,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0,200.0,1750,97.89,3600,0.0931398667935299,133.5113484646195,14
3.7,0.0,46,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.0,1.4,49,C2,27003,B2,M5,Diesel,1.5 Turbocharged Revotorq,2,0,1,0,1,0,0,1497,4,0,Electric,5.0,3990,1755,1490,0,0,0,0,0,1,1,1,0,0,1,1,5,0,200.0,3000,88.77,4000,0.0595771812080536,133.6005344021376,9
10.5,1.0,37,C5,34738,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
10.6,4.0,40,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
2.0,0.4,39,C13,5410,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
12.4,1.0,37,C13,5410,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.7,6.2,42,C4,21622,C1,M2,Petrol,1.2 L K12N Dualjet,2,1,1,0,1,1,0,1197,4,1,Electric,4.8,3995,1735,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,16
1.3,0.8,37,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
2.9,0.6,39,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
11.0,0.4,58,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
0.8,4.2,50,C1,4990,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
0.8,2.0,39,C13,5410,C1,M9,Diesel,i-DTEC,2,0,1,0,1,1,0,1498,4,0,Electric,4.9,3995,1695,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0,200.0,1750,97.89,3600,0.0931398667935299,133.5113484646195,14
1.7,0.6,53,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
11.9,2.6,54,C8,8794,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
10.1,0.8,45,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
1.0,2.2,36,C3,4076,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
9.8,1.0,39,C14,7788,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
1.1,0.0,47,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.9,2.6,47,C10,73430,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
1.4,0.0,49,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.6,2.2,45,C11,6108,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
10.9,3.4,51,C8,8794,C1,M11,Petrol,1.5 Turbocharged Revotron,2,1,0,0,1,1,0,1199,3,0,Power,5.1,3993,1811,1660,0,0,0,1,1,1,1,1,1,0,1,0,5,0,170.0,4000,118.36,5500,0.0713012048192771,141.78482068390323,12
12.0,2.0,53,C14,7788,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
5.5,0.2,40,C10,73430,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.4,2.6,36,C12,34791,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
12.2,3.8,56,C12,34791,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
3.6,1.2,39,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
10.4,0.2,54,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
4.9,2.6,45,C9,17804,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
10.2,0.2,57,C8,8794,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,1,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
4.3,1.0,50,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.7,3.2,49,C5,34738,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
10.8,0.8,37,C14,7788,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
7.2,0.6,45,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
10.3,2.8,57,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
12.2,0.2,48,C8,8794,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
0.1,0.6,41,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
11.9,1.2,41,C14,7788,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
9.9,2.2,52,C3,4076,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.0,3.0,35,C3,4076,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
6.7,0.6,56,C5,34738,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
2.2,4.0,45,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
2.5,1.2,53,C14,7788,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.7,2.0,41,C2,27003,Utility,M10,CNG,G12B,1,0,0,0,1,0,0,1196,4,0,Manual,4.5,3675,1475,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,3000,61.68,6000,0.0408476821192052,71.07023411371237,3
1.9,2.0,35,C8,8794,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
0.9,1.8,41,C10,73430,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
3.2,0.2,35,C11,6108,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.9,1.0,37,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
10.5,1.4,41,C2,27003,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.8,1.6,64,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
4.9,0.2,44,C12,34791,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
6.6,1.0,35,C19,27742,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
12.2,2.4,40,C13,5410,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
2.6,1.2,48,C8,8794,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
11.4,3.0,45,C12,34791,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
10.2,1.2,39,C2,27003,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
4.1,0.2,40,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
10.9,1.6,45,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
11.7,2.0,45,C12,34791,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
8.1,1.8,49,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
7.4,0.6,52,C5,34738,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
8.0,0.6,48,C9,17804,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
10.9,2.0,36,C13,5410,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
11.0,0.8,53,C14,7788,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.8,3.0,36,C14,7788,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
9.4,0.6,54,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.4,2.0,48,C3,4076,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
6.5,2.2,36,C2,27003,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.1,2.6,55,C5,34738,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
9.1,1.4,35,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
11.7,0.6,39,C5,34738,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
1.2,0.6,37,C2,27003,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
11.0,1.4,49,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
11.1,2.6,42,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
10.9,0.4,36,C13,5410,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
10.0,3.0,42,C5,34738,C1,M2,Petrol,1.2 L K12N Dualjet,2,1,1,0,1,1,0,1197,4,1,Electric,4.8,3995,1735,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,16
9.7,1.4,48,C2,27003,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
1.5,0.2,37,C13,5410,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
7.6,0.8,36,C13,5410,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
8.3,0.2,37,C3,4076,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
1.6,0.8,43,C5,34738,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.1,2.8,35,C9,17804,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
3.7,0.2,37,C3,4076,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
10.7,2.6,44,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
6.7,1.8,43,C8,8794,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
7.4,2.0,35,C7,6112,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
3.8,0.8,41,C10,73430,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
2.3,0.2,44,C9,17804,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
12.1,1.6,60,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
8.6,0.6,54,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
1.8,0.0,51,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
10.2,2.2,51,C2,27003,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.5,0.6,40,C7,6112,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
11.6,1.0,44,C3,4076,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
0.7,0.8,42,C10,73430,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
2.9,3.0,37,C7,6112,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
