repeat	fold	rung	n_actual	n_virginica	n_versicolor	dev_n	jaccard_dev_vs_declared	rows_sha256	row_ids
10	2	30	30	15	15	20	0.1765	2203b823e3c0636007e8d826fe38b082a7d5c36600c4e91b09a4c81a7b200e21	0;4;7;8;10;15;25;26;35;37;38;41;42;44;47;54;55;57;61;65;67;69;73;74;78;85;87;88;93;96
10	2	20	20	10	10	20	0.1765	360f7fad94bcd041838b4c95ea5e1fc96cce7c2c3d9fbfd39d64c22d02e7212e	0;4;7;8;10;25;35;37;41;47;57;61;67;69;73;78;85;88;93;96
10	2	12	12	6	6	20	0.1765	e63cab9aef4f5ded1d2f86ae4a20183134446029158bc7c2bafbf8a7f4ee15b4	0;8;10;25;41;47;57;61;73;88;93;96
10	2	8	8	4	4	20	0.1765	34e877a53131cbd7df4dbf4fe9314164e10abaddcb5163f7c412c4cc45268e9d	0;8;25;41;57;61;88;93
10	3	60	58	28	30	19	0.1471	9089f0a3b083d1d349a482cce2a4345b2ceb102f6d3f1fab8b4c9b2874c9f446	0;1;2;3;4;6;7;8;9;10;13;14;15;16;19;20;21;24;27;28;29;34;35;38;40;41;44;45;46;49;52;53;54;56;57;58;59;62;64;66;68;70;73;74;75;76;78;79;80;81;85;88;89;90;96;97;98;99
10	3	45	45	22	23	19	0.1471	19f34c723f5150e4010aa09f30b68a0fd72565e01f167d36ced305682e5b9263	0;3;6;8;9;10;13;14;15;16;20;21;24;27;28;29;34;35;38;40;41;46;49;53;57;58;59;62;64;66;70;73;74;75;76;79;80;81;85;88;89;90;96;97;99
10	3	30	30	15	15	19	0.1471	16ebfadfde3e6521165255e96f7d9d1bcdd426e9694c08d031ad80425803de54	0;6;8;9;10;13;15;16;20;27;28;35;38;40;41;57;58;62;70;73;74;75;76;81;88;89;90;96;97;99
10	3	20	20	10	10	19	0.1471	8ee9796fe4091a42aedc634cc3cd9bd16fad708cac1b420242f93c749f0cc144	0;6;8;9;10;13;28;35;38;41;57;70;73;74;75;76;88;96;97;99
10	3	12	12	6	6	19	0.1471	27c24f698c195eb7c0a0921a779483d3be98322c579b99ca86ded8c273b72c82	0;8;9;13;28;35;70;73;74;75;88;99
10	3	8	8	4	4	19	0.1471	8f5caa034025ae92eaf84bf6b28d1b66fdef9d86336990a0477b5d066e157c69	0;9;13;35;74;75;88;99
